🇨🇳央视频道,#genre#
「黑龙江」齐齐哈尔新闻综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
「黑龙江」双鸭山公共,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226532/index.m3u8
「黑龙江」双鸭山综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
海南自贸,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
海南新闻,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000321/index.m3u8?IAS
海南文旅,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?IAS
海南少儿,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?IAS
海南公共,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?IAS
陕西新闻资讯,http://[2409:8087:7001:20:3::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西都市青春,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西生活频道,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西影视频道,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西公共频道,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西体育休闲,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西西部电影,http://[2409:8087:7001:20:3::9]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安新闻综合,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市频道,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安商务资讯,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
西安影视频道,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
西安丝路频道,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
西安教育频道,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
「陕西」宝鸡1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226383/index.m3u8
「陕西」宝鸡2,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226384/index.m3u8
「陕西」安康综合,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226385/index.m3u8
「陕西」西乡融媒,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
「陕西」商洛1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8
「陕西」城园,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226920/index.m3u8
「陕西」扶风,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227005/index.m3u8
「陕西」汉中1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/index.m3u8
「陕西」汉中2,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225990/index.m3u8
「陕西」汉中3,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225991/index.m3u8
「陕西」千阳,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226945/index.m3u8
「陕西」神木1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226993/index.m3u8
「陕西」石泉电视台,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226965/index.m3u8
「陕西」岐山,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226982/index.m3u8
「陕西」吴起电视台,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226967/index.m3u8
「陕西」紫阳综合,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227002/index.m3u8
「陕西」FGTV 1,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226990/index.m3u8

🇨🇳虎牙电影,#genre#
周星驰电影,http://cfss.cc/cdn/hy/11342412.flv
周星驰电影（粤语）,http://cfss.cc/cdn/hy/11336587.flv
林正英电影,http://cfss.cc/cdn/hy/11342421.flv
沈腾电影,http://cfss.cc/cdn/hy/11601968.flv
天不生我李淳罡，剑道万古如长夜,http://cfss.cc/cdn/hy/11336592.flv
成龙经典,http://cfss.cc/cdn/hy/11342386.flv
鬼吹灯虐我千百遍，我待鬼吹灯如初恋,http://cfss.cc/cdn/hy/11352883.flv
鬼吹灯系列,http://cfss.cc/cdn/hy/11602075.flv
李茶的姑妈,http://cfss.cc/cdn/hy/880261.flv
王晶导演,http://cfss.cc/cdn/hy/11602058.flv
历年贺岁档,http://cfss.cc/cdn/hy/11601986.flv
杰森·斯坦森:郭达,http://cfss.cc/cdn/hy/21059588.flv
周润发电影,http://cfss.cc/cdn/hy/11342387.flv
李连杰系列,http://cfss.cc/cdn/hy/11342390.flv
五福星,http://cfss.cc/cdn/hy/11282233.flv
金庸电影,http://cfss.cc/cdn/hy/11342427.flv
良心医疗剧,http://cfss.cc/cdn/hy/11352890.flv
警匪片,http://cfss.cc/cdn/hy/11352886.flv
高智商的罪犯,http://cfss.cc/cdn/hy/11352962.flv
星漢燦爛,http://cfss.cc/cdn/hy/11336591.flv
搞笑恐怖类,http://cfss.cc/cdn/hy/11601960.flv
黑帮大片,http://cfss.cc/cdn/hy/11336719.flv
刘德华电影,http://cfss.cc/cdn/hy/11342424.flv
大刘著作,http://cfss.cc/cdn/hy/11352954.flv
经典港剧,http://cfss.cc/cdn/hy/11352965.flv
高丽少女,http://cfss.cc/cdn/hy/21059586.flv
怪兽打架,http://cfss.cc/cdn/hy/21059577.flv
简小熙,http://cfss.cc/cdn/hy/11342399.flv
许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
巨石强森系列,http://cfss.cc/cdn/hy/21059581.flv
永远的经典女神,http://cfss.cc/cdn/hy/11352909.flv
千年永夜即将降临,http://cfss.cc/cdn/hy/21059554.flv
不挤电影院也能笑着过春节！,http://cfss.cc/cdn/hy/11352897.flv
《jiang夜》终将至，花开彼岸天,http://cfss.cc/cdn/hy/11352885.flv
【喜剧专场】我们一起找乐子,http://cfss.cc/cdn/hy/11602044.flv
黑帮斗争 黑与白的对峙，情与义的泯灭,http://cfss.cc/cdn/hy/11342419.flv
Han国高分动作片 刺激过瘾,http://cfss.cc/cdn/hy/11352884.flv
si神来了系列 好怕怕,http://cfss.cc/cdn/hy/11352903.flv
快意江湖：金庸的武侠世界,http://cfss.cc/cdn/hy/11342435.flv
飙车的老司机的直播间,http://cfss.cc/cdn/hy/11352894.flv
玄幻剧场·体验另一种生活！,http://cfss.cc/cdn/hy/11342414.flv
够劲，就是中国功夫,http://cfss.cc/cdn/hy/11352941.flv
三观炸裂一家人,http://cfss.cc/cdn/hy/21059580.flv
千面影帝梁家辉,http://cfss.cc/cdn/hy/11342429.flv
港剧最佳拍档 | 许冠英合集,http://cfss.cc/cdn/hy/11601972.flv
古墓系列·去冒险吧！,http://cfss.cc/cdn/hy/11352913.flv
【十一推荐】动作要快，姿势要帅,http://cfss.cc/cdn/hy/11602041.flv
那些年的香gang贺岁片,http://cfss.cc/cdn/hy/11601971.flv
看完你也学不会系列~,http://cfss.cc/cdn/hy/11352945.flv
搞笑喜剧：最佳拍档 开心鬼系列,http://cfss.cc/cdn/hy/11342423.flv
【镖行天下】镖在人在,http://cfss.cc/cdn/hy/11352969.flv
朋友，和赵盼儿一起跳支舞吗！？,http://cfss.cc/cdn/hy/11336590.flv
校园热血电影，不比古惑仔差,http://cfss.cc/cdn/hy/11352934.flv
只解沙场为国死，何须马革裹尸还,http://cfss.cc/cdn/hy/11601977.flv
【女神系列】邱淑贞 王祖贤 张曼玉 ,http://cfss.cc/cdn/hy/11336571.flv
枪战还是得看他！,http://cfss.cc/cdn/hy/21059579.flv
真正的硬汉007，铁打的詹姆斯邦德！,http://cfss.cc/cdn/hy/21059585.flv
大场面战争片:一枚核弹爆炸,http://cfss.cc/cdn/hy/21059574.flv
疯狂の石头·厕所挖宝,http://cfss.cc/cdn/hy/11352876.flv
玄幻专场·国产特效大制作,http://cfss.cc/cdn/hy/11352973.flv
动作电影来啦,http://cfss.cc/cdn/hy/11602077.flv
洪金宝·童年回忆杀,http://cfss.cc/cdn/hy/11279251.flv
国产悬疑精选·智商在线,http://cfss.cc/cdn/hy/11342395.flv
甄子丹 我要打十个,http://cfss.cc/cdn/hy/11352935.flv
童年女神周海媚！她一笑我就恋爱了,http://cfss.cc/cdn/hy/11279247.flv
牙缝多了根青菜的直播间,http://cfss.cc/cdn/hy/11352877.flv
DC宇宙来啦，有你喜欢的英雄吗？,http://cfss.cc/cdn/hy/11342428.flv
盗墓还得看经典的,http://cfss.cc/cdn/hy/21059552.flv
法外狂徒张三李四,http://cfss.cc/cdn/hy/11601965.flv
永远怀念“黄药师”曾江,http://cfss.cc/cdn/hy/11601981.flv
刺激到不行的韩版犯罪片,http://cfss.cc/cdn/hy/11352974.flv
情人节：港片教你追女仔,http://cfss.cc/cdn/hy/11602043.flv
全球最烧脑悬疑片 哪部是你的最爱,http://cfss.cc/cdn/hy/11352880.flv
爱上我的女总裁第22集,http://cfss.cc/cdn/hy/11352887.flv
【百基争郎】性转版臻环传，16个男人争一个，我大受震撼！,http://cfss.cc/cdn/hy/21059578.flv
橙光游戏改变 我从来没见过这么炸裂的演技,http://cfss.cc/cdn/hy/11602034.flv

🇨🇳虎牙TVB,#genre#
看孙悟空唐三藏取西经,http://cfss.cc/cdn/hy/23735126.flv
【封神榜】割肉还母剔骨还父,http://cfss.cc/cdn/hy/23749096.flv
楚汉骄雄-我恨做皇后 但我做刘邦的皇后,http://cfss.cc/cdn/hy/23740156.flv
张卫健版西游记-当蜘蛛精看上了齐天大圣,http://cfss.cc/cdn/hy/23728660.flv
【鹿鼎记】小春版韦小宝 是你心中最经典的版本吗？,http://cfss.cc/cdn/hy/23865080.flv
【刑事侦缉档案】最棒的警匪片系列,http://cfss.cc/cdn/hy/23734169.flv
【法证先锋】侦查片天花板 超经典,http://cfss.cc/cdn/hy/23863804.flv
【天龙八部】最佳版本天龙·97版黄日华超神作,http://cfss.cc/cdn/hy/23903123.flv
【寻秦记】穿越剧鼻祖·百看不厌的古天乐宣萱CP,http://cfss.cc/cdn/hy/23864973.flv
【笑傲江湖】吕颂贤就是哪个令狐冲！最被认可的笑傲江湖！,http://cfss.cc/cdn/hy/23865142.flv
【洗冤录】节奏贼快·经典TVB剧情·瘦子欧阳震华出演,http://cfss.cc/cdn/hy/23903130.flv
【陀枪师姐】永远的陈小生 无法超越的经典,http://cfss.cc/cdn/hy/23860039.flv
【倚天屠龙记】最爱的赵敏永远是黎姿,http://cfss.cc/cdn/hy/23734246.flv
【神雕侠侣】不能超越的杨过和姑姑·古天乐最强出演,http://cfss.cc/cdn/hy/23865171.flv
【鉴证实录】天网恢恢，疏而不漏,http://cfss.cc/cdn/hy/23903183.flv
【使徒行者】正邪相斗 情义两难,http://cfss.cc/cdn/hy/23734256.flv
扫黄先锋·欧阳震华在不能不看,http://cfss.cc/cdn/hy/23903196.flv
【妙手仁心】最出色的都市剧之一,http://cfss.cc/cdn/hy/23829543.flv
【梁朝伟版鹿鼎记】梁朝伟和刘德华还能拒绝吗,http://cfss.cc/cdn/hy/23734183.flv
【创世纪】神预言，剧里的金融地产现在都成真了！,http://cfss.cc/cdn/hy/23749083.flv
【大时代】史上主角疯子最多的片·荡气回肠大时代！,http://cfss.cc/cdn/hy/23865161.flv
【大唐双龙传】爱你恨你，一生一世,http://cfss.cc/cdn/hy/23728674.flv
金枝欲孽-宫斗剧才一开山既已是巅峰！,http://cfss.cc/cdn/hy/23865036.flv
【笑看风云】再无包文龙，再无林贞烈,http://cfss.cc/cdn/hy/23865058.flv
野蛮亲家血腥对线！,http://cfss.cc/cdn/hy/23863796.flv
射雕之九阴真经-姜大卫 张智霖,http://cfss.cc/cdn/hy/23824164.flv

🇨🇳iHOT系列,#genre#
爱电竞,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000230630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000230630&livemode=1&stbId=3
爱谍战,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
爱动漫,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3

爱怀旧,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000260630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3
爱经典,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000060630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3
爱科幻,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
爱科学,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
爱浪漫,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
爱历史,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
爱旅行,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
爱奇谈,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
爱青春,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
爱赛车,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000240630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3
爱体育,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000004000000060/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000060&livemode=1&stbId=3
爱玩具,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000220630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3
爱喜剧,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3
爱悬疑,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000050630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3
爱幼教,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000180630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=3
爱院线,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3

🇨🇳广东触电,#genre#
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
广东珠江,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1183
广东卫视,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1182
大湾区卫视,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1197
广东新闻,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1186
广东4K超高清,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1198
广东民生,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1185
广东体育,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1184
广东影视,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1199
嘉佳卡通,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1187
大湾区卫视(海外版),http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1191
广东经济科教,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1196
广东少儿,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1200
广东移动,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2463
GRTN文化频道,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2511
河源综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2402
河源公共,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2496
肇庆生活,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2525
肇庆综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=1232
阳江-1,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2505
阳江-2,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2506
化州综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2440
开平生活,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2406
紫金台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2452
海丰县广播电视台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2413
英德新闻综合频道,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2447
阳春综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2458
广宁综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2414
惠东综合频道,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2404
乐昌电视台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2503
普宁台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2450
惠阳电视台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2470
开平综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2405
工布江达县广播电视台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2439
廉江台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2445
清新综合频道,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2448
佛冈综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2460
鹤山综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2441
信宜综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2471
怀集综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2462
徐闻台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2474
遂溪台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2488
阳西综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2476
台山台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2479
新会综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2490
潮安综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2523
连州综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2455
吴川综合,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2499
连平台,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2520
东源频道,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2497
广东新闻广播,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2512
珠江经济,http://103.45.68.47:6800/gy/gy_oPPdNj/触电.php?pk=2513
GRTN健康频道,http://glive.grtn.cn/live/health.m3u8
GRTN文化频道,http://glive.grtn.cn/live/wenhua_test0203.m3u8
GRTN生活频道,http://glive.grtn.cn/live/life.m3u8
GRTN纪录片,http://glive.grtn.cn/live/jilupian.m3u8
广视传媒,http://glive.grtn.cn/live/lizhi.m3u8

🇨🇳国内其他,#genre#
欢笑剧场4K,http://103.45.68.47:6800/gy/gy_SugQIC/重庆.php?id=hxjc_4K
百视通4K,http://[2409:8087:5e01:34::30]:6610/ZTE_CMS/00000001000000060000000000000202/index.m3u8?IAS
纯享4K,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw3154895646_1897439205/ott.mobaibox.com/PLTV/3/224/3221227506/index.m3u8?icpid=3&RTS=1674378975&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
纯享4KHDR,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/wh7f454c46tw3557828768_-2114508791/ott.mobaibox.com/PLTV/3/224/3221228242/index.m3u8?icpid=3&RTS=1674379378&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3
百姓生活,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/wh7f454c46tw2443646736_1371286730/ott.mobaibox.com/PLTV/3/224/3221228466/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
庆余年,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/wh7f454c46tw4153357107_-1457036326/ott.mobaibox.com/PLTV/3/224/3221228465/index.m3u8?icpid=3&RTS=1674371383&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
电视剧1台,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/wh7f454c46tw677754739_-1516035370/ott.mobaibox.com/PLTV/3/224/3221227512/index.m3u8?icpid=3&RTS=1674380793&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
电视剧2台,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/wh7f454c46tw2442676925_-1293999785/ott.mobaibox.com/PLTV/3/224/3221228441/index.m3u8?icpid=3&RTS=1674369673&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
电视家3台,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/wh7f454c46tw698941571_-1832672106/ott.mobaibox.com/PLTV/3/224/3221227579/index.m3u8?icpid=3&RTS=1674380814&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
少儿1台,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/wh7f454c46tw4207711491_582058613/ott.mobaibox.com/PLTV/3/224/3221228463/index.m3u8?icpid=3&RTS=1674371438&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
少儿2台,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/wh7f454c46tw2443156656_-1125659309/ott.mobaibox.com/PLTV/3/224/3221228460/index.m3u8?icpid=3&RTS=1674369673&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
少儿3台,http://[2409:8087:2001:20:2800:0:df6e:eb20]:80/wh7f454c46tw2444245842_-988657747/ott.mobaibox.com/PLTV/3/224/3221228539/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3
江苏移动8K测试,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
求索动物,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索生活,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3
探索纪实,http://[2409:8087:7001:20:1000::95]:6610/000000001000/5359008697329269813/index.m3u8?channel-id=wasusyt&Contentid=5359008697329269813&livemode=1&stbId=3
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226954/index.m3u8
西安新闻,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225993/index.m3u8
咪咕足球,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8
NBA,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225897/index.m3u8
城固,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002375/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
都市剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
佛坪,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001929/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
好享购物,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001277/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
风尚音乐,http://[2409:8087:7001:20:1000::95]:6610/000000001000/5529729098703832176/index.m3u8?channel-id=wasusyt&Contentid=5529729098703832176&livemode=1&stbId=3
苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
爱看导视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226337/1.m3u8

🇨🇳安徽地方频道,#genre#
安徽影视,https://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829369249612.m3u8
安徽经济生活,https://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829325295495.m3u8
安徽综艺体育,https://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829415240627.m3u8
安徽农业科教,https://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829358013848.m3u8
安徽公共,https://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829349154529.m3u8
安徽国际,https://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829422933950.m3u8
安徽导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8
池州1,http://cm.wshls.homecdn.com/live/4abdd.m3u8
池州2,http://cm.wshls.homecdn.com/live/4abdf.m3u8
淮北1,https://live.hbnews.net/video/xwzh/index.m3u8
淮北2,https://live.hbnews.net/video/ggpd/index.m3u8
